title;average_rating;book_id;language_code
The Gospel According to the Beatles;3.77;9780664229832;eng
JPod;3.69;9781596911048;en-US
Hairstyles of the Damned;3.72;9781888451702;eng
Just Visiting This Planet: Merlin Answers More Questions about Everything Under the Sun  Moon  and Stars;4.17;9780385488372;eng
Merlin's Tour of the Universe;4.02;9780385488358;eng
Death by Black Hole: And Other Cosmic Quandaries;4.1;9780393062243;eng
Tales from the Dark Tower;4.23;9780967575605;en-US
The Dark Tower (The Dark Tower #7);4.28;9780340827215;eng
The Gunslinger;3.96;9780670032549;eng
Gunslinger Girl  Vol. 1;3.87;9781413900200;eng
Gunslinger;4.11;9780822309321;eng
Wasteland of Flint;3.79;9780765341136;eng
Cities in Dust (Wasteland #1);3.55;9781932664591;eng
Slim to None: A Journey Through the Wasteland of Anorexia Treatment;3.63;9780071433716;eng
Sit  Walk  Stand;4.42;9780842358934;eng
Prayers for the Assassin (Assassin Trilogy #1);3.76;9781416507680;eng
Voices From the Street;3.29;9780765316929;en-US
The Minority Report: 18 Classic Stories;4.19;9780806523798;eng
Flow My Tears  the Policeman Said;3.91;9781857983418;eng
The Crack in Space;3.46;9781400030064;eng
Ubik;4.09;9788498000832;spa
The Best of Philip K. Dick;4.22;9780345253590;eng
Vulcan's Hammer;3.52;9781400030125;eng
Carly's Sound;4.21;9781933110455;eng
The System of Objects;4.01;9781844670536;eng
The Intelligence of Evil or the Lucidity Pact;3.89;9781845203344;eng
Introducing Baudrillard;3.32;9781840460872;eng
Existentialism and Human Emotions;3.84;9780806509020;eng
Nausea;3.92;9780141185491;eng
From Socrates to Sartre: The Philosophic Quest;3.94;9780553251616;eng
The Trial and Death of Socrates (Euthyphro  Apology  Crito  Phaedo (death scene only));4.08;9780872205543;eng
The Trial of Queen Caroline: The Scandalous Affair that Nearly Ended a Monarchy;3.39;9780743255905;eng
Bookends;3.72;9780767907811;eng
Jemima J.: For those who love Faking Friends and My Sweet Revenge by Jane Fallon;3.65;9780140276909;eng
Open House;3.7;9780613997638;eng
Feeling Better  Getting Better  Staying Better: Profound Self-Help Therapy for Your Emotions;3.76;9781886230354;eng
American Sphinx: The Character of Thomas Jefferson;3.92;9780679764410;eng
Line Of Vision;3.81;9780425183762;en-US
The Other Woman;3.7;9780452287143;eng
No Other Woman (No Other  #2);3.78;9780380781362;eng
The Other Woman (Dundee  Idaho  #7);4.11;9780373713448;eng
The Other Woman;3.64;9781562802349;eng
Sins of a Shaker Summer (Sister Rose Callahan  #3);3.52;9780380792047;eng
InuYasha Ani-Manga  Vol. 1 (Inuyasha Ani-Manga  #1);4.36;9781591162025;eng
Pusteblume;3.81;9783453189348;ger
¿Quién te lo ha contado?;3.79;9788497936736;spa
Une vie de rêve;3.69;9782714438133;fre
Por los pelos;3.81;9781400002214;spa
Under the Duvet;3.52;9780141007472;eng
Rachel se va de viaje (La familia Walsh  #2);3.95;9788497599177;spa
Yeats ist tot!;3.4;9783548603254;ger
Le Club de la dernière chance;3.81;9782266130608;fre
Les vacances de Rachel (Walsh Family  #2);3.95;9782266108270;fre
Rachel se va de viaje (La familia Walsh  #2);3.95;9788401329548;spa
Auszeit für Engel Walsh Family  #3);3.75;9783453868571;ger
Open House;3.7;9780099461265;en-GB
Slightly Settled (Slightly  #2);3.68;9780373250479;en-US
犬夜叉 8;4.26;9784091252081;jpn
犬夜叉 7;4.27;9784091252074;jpn
犬夜叉 24;4.26;9784091256447;jpn
犬夜叉 28;4.29;9784091256485;jpn
犬夜叉 4;4.29;9784091252043;jpn
犬夜叉 22;4.25;9784091256423;jpn
犬夜叉 26;4.28;9784091256461;jpn
犬夜叉 12;4.25;9784091255822;jpn
犬夜叉 17;4.25;9784091255877;jpn
犬夜叉 14;4.3;9784091255846;jpn
犬夜叉 10;4.28;9784091252104;jpn
犬夜叉 1;4.27;9784091252012;jpn
犬夜叉  27;4.28;9784091256478;jpn
The Return of Lum  Volume 3: Sweet Revenge (Urusei Yatsura  #4);3.97;9781569311936;en-US
The Return of Lum  Volume 5: Feudal Furor (Urusei Yatsura  #6);4.04;9781569312100;en-US
Lamu: Urusei Yatsura  3;4.08;9788484497288;spa
The Return of Lum  Volume 1: Urusei Yatsura (Urusei Yatsura  #2);4.11;9781569310359;eng
Lum: Urusei Yatsura. Perfect Collection (Urusei Yatsura  #1);3.97;9781569310199;en-US
らんま½ 12;4.06;9784091265128;jpn
Ranma 1/2  Vol. 12 (Ranma ½ (US 2nd)  #12);4.11;9781591162865;eng
Your and My Secret  Vol. 1;3.54;9781413901436;eng
A Man Rides Through (Mordant's Need  #2);4.02;9780345459848;eng
The One Tree (The Second Chronicles of Thomas Covenant  #2);3.98;9780006163831;en-GB
The Gap Into Madness: Chaos and Order (Gap  #4);4.15;9780553071795;eng
The Gap Into Vision: Forbidden Knowledge (Gap  #2);3.99;9780553297607;en-US
The One Tree (The Second Chronicles of Thomas Covenant  #2);3.98;9780345418470;eng
The Gap Into Power: A Dark and Hungry God Arises (Gap  #3);4.08;9780553562606;eng
Pretty Face  Vol. 1;3.83;9781421513683;eng
Not Just a Pretty Face: Dolls and Human Figurines in Alaska Native Cultures;3.5;9781889963853;eng
Just Another Pretty Face (Hollywood Dynasty  #2);3.89;9780373255597;eng
Skylight Confessions;3.64;9780316058780;eng
The Foretelling;3.84;9780316154093;eng
Incantation;3.88;9780316010191;eng
Practical Magic (Practical Magic #1);3.78;9780425190371;eng
The Probable Future;3.83;9780345455918;eng
The Complete Stories;4.35;9780805210552;eng
Amerika;3.75;9780805210644;eng
Collected Stories;4.35;9780679423034;eng
Kafka: Toward a Minor Literature;4.17;9780816615155;eng
The Annotated Brothers Grimm;4.46;9780393058482;eng
The Complete Brothers Grimm Fairy Tales;4.3;9780517229255;en-US
The Complete Fairy Tales of The Brothers Grimm;4.3;9780553382167;eng
Beyond Innocence (Beyond Duet  #1);3.62;9780515130997;en-US
Emma  Vol. 01;3.83;9781401211325;eng
Drum Into Silence (Drums of Chaos  #3);3.41;9780812551242;en-GB
Dance Down the Stars (Duel of Sorcery: Dancer  #3);3.74;9780886776176;eng
Drum Calls (Drums of Chaos  #2);3.72;9780812551235;eng
Fire in the Sky (Diadem: Shadowsong  #1);3.87;9780886776503;eng
Quester's Endgame;3.98;9780886771386;eng
Shadowkill (Diadem: Shadith's Quest  #3);3.99;9780886774677;eng
Lidia's Family Table;4.22;9781400040353;eng
Lidia's Italy;4.21;9781400040360;en-US
La Cucina Di Lidia: Recipes and Memories from Italy's Adriatic Coast;4.14;9780767914222;en-GB
Blood Wedding and Yerma;3.84;9781559360807;en-US
Selected Verse;4.43;9780374528553;eng
Operation Wandering Soul;3.61;9780060976118;eng
Galatea 2.2;3.72;9780312423131;eng
Three Farmers on Their Way to a Dance;3.82;9780060975098;eng
Christian Theology: An Introduction;4.04;9781405153607;eng
The Time of Our Singing;4.25;9780099453833;eng
The Christian Theology Reader;4.17;9781405153584;eng
Prisoner's Dilemma;3.87;9780060977085;en-US
In the Beginning: The Story of the King James Bible and How it Changed a Nation  a Language  and a Culture;3.97;9780385722162;eng
Gain;3.77;9780099284468;eng
Presidential Power and the Modern Presidents: The Politics of Leadership from Roosevelt to Reagan;3.77;9780029227961;eng
The Grotesque;3.62;9780679776215;eng
Port Mungo;3.32;9781400075485;eng
Entre Amis: An Interactive Approach;3.39;9780618506910;eng
Experience;3.96;9780099285823;eng
Heavy Water and Other Stories;3.39;9780375701153;eng
Visiting Mrs Nabokov and Other Excursions;3.7;9780099461876;eng
Intimacy And Other Stories;3.58;9780571212002;eng
The Buddha of Suburbia;3.73;9780571200436;en-US
Image-Music-Text;4.1;9780006861355;eng
Camera Lucida: Reflections on Photography;3.97;9780795000379;eng
The Fashion System;3.54;9780520071773;eng
The Responsibility of Forms: Critical Essays on Music  Art  and Representation;3.95;9780520072381;eng
The Pleasure of the Text;4.02;9780224011877;eng
How to Travel with a Salmon & Other Essays;3.85;9780099428633;eng
How to Travel with a Salmon and Other Essays;3.85;9780151001361;eng
Le Nom de la rose;4.12;9782253033134;fre
Os libros arden mal;3.36;9788497824613;glg
The Age of Access: The New Culture of Hypercapitalism  Where All of Life Is a Paid-For Experience;3.82;9781585420827;eng
The Book of Questions;4.04;9781556591600;eng
Bugs for Lunch/Insectos para el almuerzo;3.78;9781570915062;spa
My Story as told by Water: Confessions  Druidic Rants  Reflections  Bird-watchings  Fish-stalkings  Visions  Songs and Prayers Refracting Light  from Living Rivers  in the Age of the Industrial Dark;4.1;9781578050499;eng
Pilgrims and Other Stories;3.13;9780330351744;eng
The Last American Man;3.81;9780142002834;eng
Pilgrims Pa;3.13;9780395924853;eng
Stern Men;3.41;9780618127337;eng
A Writer's Workbook: Daily Exercises for the Writing Life;3.72;9780312286217;eng
Size 14 Is Not Fat Either (Heather Wells  #2);3.83;9780060525125;eng
Missing You (1-800-Where-R-You  #5);4.17;9780060874308;eng
Queen of Babble (Queen of Babble  #1);3.69;9780060851989;eng
Size 12 Is Not Fat (Heather Wells  #1);3.74;9780060525118;eng
How to Be Popular;3.55;9780060880125;eng
Valentine Princess (The Princess Diaries  #7.75);3.67;9780060847180;eng
Darkest Hour (The Mediator  #4);4.17;9780060725143;eng
She Went All the Way;3.7;9780060085445;eng
Are We There Yet?;3.49;9780375828461;eng
Boy Meets Boy;3.84;9780375832994;eng
This Is Push: New Stories from the Edge;3.63;9780439890281;eng
The Realm of Possibility;3.93;9780375836572;eng
Ten Things I Hate about You;4.11;9780439087308;eng
Where We Are  What We See: The Best Young Writers and Artists in America;3.76;9780439736466;eng
Aphrodite's Passion (Superhero Central #2);3.62;9780505524744;eng
The Manolo Matrix (Codebreaker Trilogy #2);3.62;9780743496148;eng
The Cat's Fancy;3.57;9780505523976;eng
Demons Are Forever (Demon-Hunting Soccer Mom  #3);3.89;9780425215388;eng
Aphrodite's Secret (Superhero Central #3);3.7;9780505525093;eng
The Good Ghouls' Guide to Getting Even (Beth Frasier #1);3.59;9780425213919;eng
Aphrodite's Flame (Superhero Central #4);3.67;9780505525758;eng
Carpe Demon (Demon-Hunting Soccer Mom  #1);3.64;9780515142211;eng
Perfect Circle;3.8;9781931520119;eng
The Great Philosophers: An Introduction to Western Philosophy;4.07;9780192893222;eng
Talking Philosophy: Dialogues with Fifteen Leading Philosophers;4.06;9780192854179;eng
The Story of Philosophy: A Concise Introduction to the World's Greatest Thinkers and Their Ideas;4.14;9780751333329;eng
Feminist Measures: Soundings in Poetry and Theory;4.4;9780472064847;en-US
Taxation of Mineral Rents;5.0;9780198284543;eng
Dubliners;3.85;9780393978513;eng
Dubliners: Text  Criticism  and Notes;3.85;9780140247749;eng
Dubliners;3.85;9780060789565;eng
CliffsNotes on Joyce's Dubliners (Cliffs Notes);3.4;9780764537158;eng
The Door to Time (Ulysses Moore  #1);3.93;9780439774383;eng
Ulysses S. Grant: The Unlikely Hero;3.87;9780060590154;eng
Ulysses S. Grant;3.89;9780805069495;eng
Allusions in Ulysses: An Annotated List;4.04;9780807840894;eng
Ulysses Found;4.07;9780750937252;eng
The Scandal of Ulysses: The Life And Afterlife of a Twentieth Century Masterpiece;3.82;9781904148456;eng
Round Ireland with a Fridge;3.79;9780312274924;en-US
Discovery of the Presence of God: Devotional Nonduality;4.61;9780971500761;en-US
Transcending the Levels of Consciousness: The Stairway to Enlightenment;4.51;9780971500747;eng
The Eye of the I: From Which Nothing is Hidden;4.38;9780964326194;eng
Letters to J. D. Salinger;3.5;9780299178000;eng
J.D. Salinger's Catcher in the Rye (Modern Critical Interpretations);3.58;9780791056646;eng
Lord of the Flies;3.68;9780812416114;en-US
Where Is Baby's Mommy? (A Lift-the-Flap Book);4.15;9780689835612;eng
Counting Christmas;3.53;9780689849251;eng
Running from the Deity (Pip & Flinx #11);3.81;9780345461612;eng
Lost and Found;3.68;9780345461278;eng
Reunion (Pip & Flinx #8);3.87;9780345418685;eng
The Dig;3.4;9780727852663;eng
Regarding the Fountain: A Tale  in Letters  of Liars and Leaks;4.2;9780380793471;eng
Pimsleur German Level 1 CD: [Lessons 1-30];4.23;9780743518369;eng
The Architecture of Happiness;3.86;9780375424434;eng
The Consolations of Philosophy;4.01;9780679779179;en-US
How Proust Can Change Your Life;3.76;9780679779155;eng
Kiss & Tell;3.56;9780312155612;eng
The Consolations of Philosophy;4.01;9780140276619;eng
Status Anxiety;3.91;9780375725357;eng
On Love;3.98;9780802142405;eng
Miracle at St. Anna;3.74;9781573229715;en-US
Die Farbe von Wasser;4.09;9783426612781;ger
Dragons of Winter Night (Dragonlance: Chronicles #2);4.12;9780786930678;en-US
Dragons of Winter Night (Dragonlance: Chronicles  #2);4.12;9781932796780;eng
Dragon's Treasure;3.54;9780441012596;eng
Watchtower (Chronicles of Tornor  #1);3.57;9780743498098;eng
Letters to a Young Artist;4.02;9781400032389;eng
The Hip Chick's Guide to Macrobiotics: A Philosophy for Achieving a Radiant Mind and a Fabulous Body;3.69;9781583332054;eng
La casa en Mango Street;3.63;9780613046886;spa
Kurt Vonnegut's Cat's Cradle (Modern Critical Interpretations);4.35;9780791063378;eng
The Dharma Bums;3.92;9780143039600;eng
The Alchemist's Daughter;3.25;9780307335852;eng
The Art of Fullmetal Alchemist: The Anime;4.44;9781421507668;eng
Fullmetal Alchemist  Vol. 11 (Fullmetal Alchemist  #11);4.59;9781421508382;eng
Astronomy Today;3.99;9780131445963;eng
Astronomy For Dummies;3.84;9780764584657;eng
Astronomy: A Self-Teaching Guide;3.89;9780471265184;eng
Astronomy: A Beginner's Guide to the Universe;3.88;9780131871656;eng
Bad Astronomy;4.04;9780471409762;eng
The Complete World of Greek Mythology;4.24;9780500251218;eng
Mythology: Timeless Tales of Gods and Heroes;4.0;9780446607254;eng
Mythology;4.0;9780316341516;eng
Mythology: The DC Comics Art of Alex Ross;4.33;9780375714627;eng
Norse Mythology: A Guide to the Gods  Heroes  Rituals  and Beliefs;4.11;9780195153828;eng
Classic Myths to Read Aloud: The Great Stories of Greek and Roman Mythology  Specially Arranged for Children Five and Up by an Educational Expert;4.12;9780517588376;eng
Snapshots From Hell: The Making Of An MBA;3.7;9781857880786;en-US
Watchmen on the Walls;4.02;9780805413991;eng
America (The Book): A Citizen's Guide to Democracy Inaction  (Teacher's Edition);4.02;9780446691864;en-GB
The Children's Book of America;4.19;9780684849300;en-US
The Journal of Scott Pendleton Collins: A World War 2 Soldier;3.96;9780439050135;eng
The New Big Book of America;5.0;9780762412631;eng
Awake in the Dark: The Best of Roger Ebert;4.2;9780226182001;eng
"Ebert's ""Bigger"" Little Movie Glossary";3.87;9780836282894;en-US
The Perfect London Walk;4.26;9780836279290;eng
The Truth with Jokes;3.86;9780452287679;eng
Lies & the Lying Liars Who Tell Them: A Fair & Balanced Look at the Right;3.81;9780452285217;en-US
"Still More George W. Bushisms: ""Neither in French nor in English nor in Mexican""";3.37;9780743251006;eng
You're Good Enough  You're Smart Enough  & Doggone It  People Like You!;3.89;9780553470949;en-US
I'm Good Enough  I'm Smart Enough  & Doggone It  People Like Me!;3.82;9780440504702;en-US
J.R.R. Tolkien: Artist and Illustrator;4.14;9780618083619;en-US
The J.R.R. Tolkien Companion and Guide;4.64;9780618391134;eng
The Children of Húrin;3.97;9780618894642;eng
Tales Before Tolkien: The Roots of Modern Fantasy;3.93;9780345458568;eng
The J.R.R. Tolkien Companion and Guide  Volume 1: Chronology;4.51;9780618391028;eng
Sauron Defeated: The History of The Lord of the Rings  Part Four (The History of Middle-Earth  #9);4.01;9780395606490;eng
The J.R.R. Tolkien Companion and Guide  Volume 2: Reader's Guide;4.46;9780618391011;eng
Tales from the Perilous Realm;4.08;9780007149124;eng
Tolkien: Man and Myth: A Literary Life;4.05;9780898708257;eng
Roverandom;3.87;9780007149117;eng
The History of Middle-Earth Index (The History of Middle-Earth  #13);4.25;9780007137435;eng
The Lost Road and Other Writings (The History of Middle-earth  #5);3.97;9780261102255;eng
Tolkien's Modern Middle Ages;3.62;9781403969736;eng
Understanding The Lord of the Rings: The Best of Tolkien Criticism;4.02;9780618422531;eng
Faërie;3.54;9782266102711;fre
The Hobbit  or  There and Back Again;4.27;9780261103306;eng
Ranma 1/2  Vol. 36 (Ranma ½ (US 2nd)  #36);4.14;9781421505077;eng
Ranma ½  Vol. 1 (Ranma ½ (US 2nd)  #1);4.15;9781569319628;eng
Ranma 1/2  Vol. 35 (Ranma ½ (US 2nd)  #35);4.1;9781421505060;eng
Ranma 1/2  Vol. 34 (Ranma ½ (US 2nd)  #34);4.08;9781421505053;eng
Ranma 1/2  Vol. 7 (Ranma ½ (US 2nd)  #7);4.13;9781591161295;eng
Mermaid Saga  Vol. 2;4.05;9781591164845;eng
The Mermaids Singing;3.77;9780380815593;en-US
Maison Ikkoku  Volume 15 (Maison Ikkoku  #15);4.36;9781421502793;en-US
Maison Ikkoku  Volume 14 (Maison Ikkoku  #14);4.3;9781421501420;eng
Maison Ikkoku  Volume 12 (Maison Ikkoku  #12);4.27;9781591168690;eng
Maison Ikkoku  Volume 5 (Maison Ikkoku  #5);4.22;9781591163190;en-US
Maison Ikkoku  Volume 6 (Maison Ikkoku  #6);4.19;9781591164227;en-US
Maison Ikkoku  Volume 11 (Maison Ikkoku  #11);4.28;9781591168041;eng
Maison Ikkoku  Volume 9 (Maison Ikkoku  #9);4.19;9781591166177;en-US
Rumic World Trilogy  Volume 3 (Rumic World Trilogy  #3);3.88;9781569312063;eng
Nausicaä of the Valley of the Wind  Vol. 4 (Nausicaä of the Valley of the Wind  #4);4.59;9781591163527;eng
Nausicaä of the Valley of the Wind  Vol. 6 (Nausicaä of the Valley of the Wind  #6);4.62;9781591163541;eng
Nausicaä of the Valley of the Wind  Vol. 5 (Nausicaä of the Valley of the Wind  #5);4.61;9781591164128;eng
Nausicaä of the Valley of the Wind  Vol. 7 (Nausicaä of the Valley of the Wind  #7);4.61;9781591163558;eng
Nausicaä De La Vallée Du Vent  Tome 4;4.59;9782723433921;fre
Nausicaä de la vallée du vent  tome 3;4.56;9782723433914;fre
Homer's Daughter;3.81;9780897330596;en-US
The Absolute Sandman  Volume One;4.65;9781401210823;eng
Preludes & Nocturnes (The Sandman  #1);4.24;9781563892271;eng
Berlin Diary: The Journal of a Foreign Correspondent 1934-1941;4.29;9780801870569;eng
This Is Berlin: Reporting from Nazi Germany 1938-40;4.24;9781585672790;en-US
The Nightmare Years: 1930-40 (20th Century Journey  #2);4.24;9781841581224;eng
The Collapse of the Third Republic;4.21;9780306805622;eng
Something Borrowed (Darcy & Rachel  #1);3.85;9780312321192;en-US
Something Borrowed  Something Blue;3.94;9780843947250;eng
The Major Plays;4.18;9780451530370;eng
The Complete Plays;4.47;9780393048858;eng
Anton Chekhov's Selected Plays;4.01;9780393924657;eng
Short Stories;4.35;9780393090024;eng
Ward No. 6 and Other Stories;4.33;9781593080037;en-US
The Dark Descent;4.25;9780312862176;eng
The Medusa in the Shield;3.88;9780812509663;eng
A Fabulous  Formless Darkness;4.18;9780812509670;eng
The Dark Descent  Vol 1: The Color of Evil;4.12;9780246136671;eng
Bargaining for Advantage: Negotiation Strategies for Reasonable People;3.95;9780143036975;en-US
Bargaining for Advantage: Negotiation Strategies for Reasonable People;3.95;9780140281910;eng
The Silence of the Lambs and Red Dragon;4.48;9781850522317;eng
The Silence of the Lambs;4.27;9780851708713;eng
King Solomon's Mines (Allan Quatermain  #1);3.8;9780812966299;eng
Mine  All Mine!: A Book About Pronouns;4.09;9780698117976;en-US
A Faith Like Mine;3.91;9780756611774;eng
Speaks the Nightbird (Matthew Corbett  #1);4.13;9781880216620;en-US
The Bishop's Boys: A Life of Wilbur and Orville Wright;4.17;9780393306958;eng
The Insomnia Answer: A Personalized Program for Identifying and Overcoming the Three Types of Insomnia;3.93;9780399532979;en-US
Cognitive Behavioral Treatment of Insomnia: A Session-By-Session Guide;4.05;9780387222523;eng
Healing Therapies for Overcoming Insomnia;3.6;798499100096;eng
The Attraction;3.62;9780843954111;eng
Nightmare House (Harrow House  #1);3.36;9780843951776;en-GB
The Abandoned (Harrow House  #4);3.45;9780843954104;eng
The Nightmare Chronicles;3.75;9780843945805;en-US
Mischief (Harrow House  #2);3.49;9780843947663;eng
Purity (Dark Coming of Age  #1);3.79;9781881475712;eng
The Hour Before Dark;3.76;9780843951424;eng
The Halloween Man;3.36;9780843944396;eng
The Sisters: The Saga of the Mitford Family;3.97;9780393324143;eng
Soldiers of Salamis;3.81;9781582344720;eng
Spandau: The Secret Diaries;4.13;9780026995016;eng
El coronel no tiene quien le escriba;3.75;9780307350435;spa
Of Love and Other Demons;3.98;9780517405093;eng
Noticia de un secuestro;3.85;9780307350503;spa
Chronicle of a Death Foretold;3.97;9781400034710;eng
Ojos de perro azul;3.74;9780307350510;spa
The General in His Labyrinth;3.68;9781400043330;eng
La increíble y triste historia de la cándida Eréndira y de su abuela desalmada;3.9;9780307350367;spa
The Autumn of the Patriarch;3.85;9780060882860;eng
Cien años de soledad;4.07;9780307350275;spa
El amor en los tiempos del cólera;3.91;9788467204360;spa
Relato de un náufrago;3.78;9780307350404;spa
Relato de Um Náufrago;3.78;9788501011206;por
The Complete Poems;4.24;9780140422153;eng
The Marriage of Heaven and Hell;4.24;9780486281223;eng
The Stranger from Paradise: A Biography of William Blake;4.06;9780300100303;eng
The Complete Stories and Poems;4.38;9780385074070;eng
Complete Tales and Poems;4.38;9780785814535;eng
The Edgar Allan Poe Audio Collection;4.39;9780694524198;eng
18 Best Stories by Edgar Allan Poe;4.02;9780440322276;eng
Complete Poems (Library of Classic Poets);4.17;9780517082454;en-US
Edgar Allan Poe A to Z;4.33;9780816041619;eng
Selected Letters  1940-1956;4.13;9780140234442;eng
The Wild Boys;3.6;9780802133311;eng
Nova Express (The Nova Trilogy  #3);3.67;9780802133304;eng
Last Words: The Final Journals;3.98;9780802137784;eng
The Soft Machine (The Nova Trilogy #1);3.35;9780802133298;eng
Junky;3.83;9780142003169;eng
Queer;3.59;9780330300162;eng
Cities of the Red Night;3.77;9780312278465;en-GB
William S. Burroughs  Throbbing Gristle  Brion Gysin;4.26;9781889307152;eng
Burroughs Live: The Collected Interviews  1960-1997;4.36;9781584350101;eng
My Education: A Book of Dreams;3.7;9780140094541;eng
Trainspotting (Mark Renton  #2);4.09;9780393057249;en-US
Trainspotting;4.03;9780851708706;eng
Trainspotting;4.09;9782020336468;fre
Marabou Stork Nightmares;3.86;9780393315639;eng
You'll Have Had Your Hole;3.51;9780413728609;eng
Ecstasy;3.55;9782020416405;fre
Filth;3.73;9780393318685;eng
The Female Brain;3.83;9780767920094;eng
Imaginary Friends;3.54;9781400034222;eng
Scribble  Scribble: Notes on the Media;3.7;9780553122756;eng
Life Amongst the Modocs;4.32;9780930588793;eng
Devil's Backbone;4.17;9780312925741;eng
Soldados de Salamina;3.81;9788483101612;spa
Rule #1: The Simple Strategy for Successful Investing in Only 15 Minutes a Week!;4.02;9780307336132;eng
"Laguna  I Love You: The Best of ""Our Town""";0.0;9781564741578;eng
"Dirty Italian: Everyday Slang from ""What's Up?"" to ""F*%# Off!""";4.0;9781569755662;eng
The Deep (Dive  #2);3.78;9780439507233;eng
The Discovery (Dive  #1);3.72;9780439507226;eng
New York City's Best Dive Bars: Drinking and Diving in the Five Boroughs;3.75;9780970312532;eng
The Stowaway Solution (On The Run  #4);4.11;9780439651394;eng
The Abduction (Kidnapped  #1);3.99;9780439847773;eng
The Fugitive Factor (On The Run  #2);4.13;9780439651370;eng
Chasing The Falconers (On The Run  #1);4.05;9780439651363;eng
Losing Joe's Place;4.05;9780590427692;eng
Something Fishy at Macdonald Hall (Macdonald Hall  #7);4.06;9780590255226;eng
The Zucchini Warriors (Macdonald Hall  #5);4.01;9780590441742;eng
The Contest (Everest Trilogy);3.85;9780613589451;eng
The Deep (Dive Trilogy);3.78;9780613674836;eng
No More Dead Dogs;3.71;9780439294843;eng
Radio Fifth Grade;3.55;9780590419277;eng
The Climb (Everest Trilogy);3.9;9780613584661;eng
The Contest (Everest  #1);3.85;9780439401395;eng
Casino Royale (James Bond  #1);3.73;9780340425671;eng
The Eternal Flame (Merlin  #11);4.22;9780399242137;eng
The Ivy Tree;4.24;9780803494664;eng
Street Magic (The Circle Opens  #2);4.15;9780590396431;eng
Wolf-Speaker (Immortals  #2);4.21;9781416903444;eng
Leonardo's Notebooks;3.93;9781579124571;eng
The Golden Notebook;3.76;9780060931407;eng
Gödel  Escher  Bach: An Eternal Golden Braid;4.29;9780140289206;eng
M Is for Mayflower: A Massachusetts Alphabet;4.0;9781585360727;eng
Mayflower Treasure Hunt (A to Z Mysteries: Super Edition  #2);4.19;9780375839375;en-US
William Shakespeare’s: Romeo and Juliet (Shakespeare Retellings  #4);3.97;9780803724624;eng
Jennifer  Hecate  Macbeth  William McKinley  and Me  Elizabeth;3.79;9781416933960;eng
Death of a Charming Man (Hamish Macbeth  #10);3.79;9780446403382;eng
The Merchant of Venice;3.8;9780521618755;eng
Catherine  Called Birdy;3.71;9780060739423;eng
How to Build a Time Machine;3.82;9780141005348;eng
Around the World in 8 1/2 Days (Judy Moody #7);4.15;9780763628321;eng
Judy Moody  M.D.: The Doctor is In! (Judy Moody #5);4.08;9780763626150;eng
Judy Moody Predicts the Future (Judy Moody  #4);4.07;9780763623432;eng
Judy Moody Declares Independence (Judy Moody #6);4.08;9780763628000;eng
Judy Moody Gets Famous! (Judy Moody  #2);4.04;9780763619312;eng
Judy Moody Saves the World! (Judy Moody #3);4.03;9780763620875;eng
Amelia's Notebook (Amelia's Notebooks  #1);4.01;9781416909057;eng
Amelia's 6th-Grade Notebook (Amelia's Notebooks  #15);4.02;9780689870408;en-US
Charlotte's Web;4.17;9780064410939;eng
Charlotte's Web;4.17;9780061127762;en-US
Charlotte's Web;4.17;9780060882617;en-US
Charlotte's Web: Wilbur Finds a Friend;4.13;9780060882815;eng
Secrets of the Scorpion;3.68;9781887953795;eng
The Runaway Jury;3.98;9780385339698;eng
The Boys Start the War (Boy/Girl Battle  #1);4.02;9780440418412;eng
The Boys Start the War  the Girls Get Even;4.13;9780440409717;eng
Boys Against Girls (Sweet Valley Twins  #17);3.47;9780553175264;eng
Boys Against Girls (Sweet Valley Twins  #17);3.47;9780553155716;eng
Alice's Adventures in Wonderland & Through the Looking-Glass;4.07;9780451527745;eng
Alice's Adventures in Wonderland: A Pop-Up Adaptation;4.33;9780689847431;en-US
Alice's Adventures in Wonderland and Through the Looking Glass;4.07;9781593080150;eng
Alice's Adventures in Wonderland;4.02;9780763620493;eng
Alice's Adventures in Wonderland and Through the Looking-Glass (Alice's Adventures in Wonderland  #1-2);4.07;9780141439761;eng
Alice's Adventures in Wonderland;4.02;9780763608040;eng
The Art of Warfare;3.97;9780345362391;eng
"The Black Ice (Harry Bosch  #2; Harry Bosch Universe  #2)";4.08;9780446613446;eng
Black Ice (Ice  #1);3.71;9780778321712;eng
A Cavern of Black Ice (Sword of Shadows  #1);3.87;9780765345516;eng
White Sky  Black Ice (Nathan Active Mystery  #1);3.77;9781569473337;eng
Thus Spake the Corpse: An Exquisite Corpse Reader 1988-98 Vol 1 Poetry & Essays;3.83;9781574231007;en-US
Thus Spoke Zarathustra;4.06;9781845882426;eng
A World Lit Only by Fire;3.85;9780786160440;en-US
War Comes to Willy Freeman (Arabus Family Saga  #1);3.59;9780440495048;eng
Skellig (Skellig  #1);3.8;9780440229087;eng
Skellig: The Play;3.61;9780340854334;eng
Les Misérables;4.17;9780679600121;en-US
Les Misérables;4.3;9780449300022;eng
Les Misérables;4.17;9780375403170;eng
Les Miserables (Stepping Stones);4.28;9780679866688;eng
Because Of Winn Dixie;4.04;9780439250726;eng
At the Edge of the World (Crispin  #2);3.69;9780786851522;en-US
The Story of Avis;3.55;9780813510996;eng
Poppy;3.96;9780689837180;eng
